P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,SP,German Marquez (43212131),German Marquez,43212131,P,7200,SD@PHI 06/04/2026 01:05PM ET,SD,8.72
,,,,,,,,,,,SP,Griffin Canning (43212132),Griffin Canning,43212132,P,7200,SD@PHI 06/04/2026 01:05PM ET,SD,7.74
,,,,,,,,,,,SP,Walker Buehler (43212133),Walker Buehler,43212133,P,7200,SD@PHI 06/04/2026 01:05PM ET,SD,11.30
,,,,,,,,,,,SP,Brandon Sproat (43211905),Brandon Sproat,43211905,P,7000,SF@MIL 06/04/2026 02:10PM ET,MIL,9.30
,,,,,,,,,,,SP,Quinn Priester (43212134),Quinn Priester,43212134,P,7000,SF@MIL 06/04/2026 02:10PM ET,MIL,0
,,,,,,,,,,,RP,Jake Woodford (43212135),Jake Woodford,43212135,P,7000,SF@MIL 06/04/2026 02:10PM ET,MIL,2.62
,,,,,,,,,,,SP,Coleman Crow (43212136),Coleman Crow,43212136,P,7000,SF@MIL 06/04/2026 02:10PM ET,MIL,9.75
,,,,,,,,,,,SP,Trevor Rogers (43211906),Trevor Rogers,43211906,P,6700,BAL@BOS 06/04/2026 01:35PM ET,BAL,7.33
,,,,,,,,,,,SP,Tyler Wells (43212141),Tyler Wells,43212141,P,6700,BAL@BOS 06/04/2026 01:35PM ET,BAL,3.17
,,,,,,,,,,,SP,Trey Gibson (43212142),Trey Gibson,43212142,P,6700,BAL@BOS 06/04/2026 01:35PM ET,BAL,6.58
,,,,,,,,,,,RP,Brendan Beck (43212137),Brendan Beck,43212137,P,6700,CLE@NYY 06/04/2026 01:35PM ET,NYY,1.75
,,,,,,,,,,,RP,Paul Blackburn (43212138),Paul Blackburn,43212138,P,6700,CLE@NYY 06/04/2026 01:35PM ET,NYY,3.58
,,,,,,,,,,,RP,Ryan Yarbrough (43212139),Ryan Yarbrough,43212139,P,6700,CLE@NYY 06/04/2026 01:35PM ET,NYY,3.96
,,,,,,,,,,,SP,Luis Gil (43212140),Luis Gil,43212140,P,6700,CLE@NYY 06/04/2026 01:35PM ET,NYY,5.52
,,,,,,,,,,,SP,Adrian Houser (43211907),Adrian Houser,43211907,P,6500,SF@MIL 06/04/2026 02:10PM ET,SF,7.29
,,,,,,,,,,,SP,Blade Tidwell (43212143),Blade Tidwell,43212143,P,6500,SF@MIL 06/04/2026 02:10PM ET,SF,3.82
,,,,,,,,,,,SP,Keaton Winn (43212144),Keaton Winn,43212144,P,6500,SF@MIL 06/04/2026 02:10PM ET,SF,3.20
,,,,,,,,,,,RP,Tristan Beck (43212145),Tristan Beck,43212145,P,6500,SF@MIL 06/04/2026 02:10PM ET,SF,-0.99
,,,,,,,,,,,SP,Tyler Mahle (43212146),Tyler Mahle,43212146,P,6500,SF@MIL 06/04/2026 02:10PM ET,SF,10.66
,,,,,,,,,,,SP,Carson Whisenhunt (43212147),Carson Whisenhunt,43212147,P,6500,SF@MIL 06/04/2026 02:10PM ET,SF,0
,,,,,,,,,,,RP,Hayden Birdsong (43212148),Hayden Birdsong,43212148,P,6500,SF@MIL 06/04/2026 02:10PM ET,SF,0
,,,,,,,,,,,RP,JT Brubaker (43212149),JT Brubaker,43212149,P,6500,SF@MIL 06/04/2026 02:10PM ET,SF,3.50
,,,,,,,,,,,OF,Aaron Judge (43211909),Aaron Judge,43211909,OF,6500,CLE@NYY 06/04/2026 01:35PM ET,NYY,9.71
,,,,,,,,,,,1B/C,Ben Rice (43211910),Ben Rice,43211910,C/1B,6300,CLE@NYY 06/04/2026 01:35PM ET,NYY,10.70
,,,,,,,,,,,SP,Alex McFarlane (43212150),Alex McFarlane,43212150,P,6200,SD@PHI 06/04/2026 01:05PM ET,PHI,0
,,,,,,,,,,,RP,Seth Johnson (43212151),Seth Johnson,43212151,P,6200,SD@PHI 06/04/2026 01:05PM ET,PHI,1.62
,,,,,,,,,,,RP,Jonathan Bowlan (43212152),Jonathan Bowlan,43212152,P,6200,SD@PHI 06/04/2026 01:05PM ET,PHI,2.65
,,,,,,,,,,,SP,Jackson Rutledge (43212153),Jackson Rutledge,43212153,P,6200,SD@PHI 06/04/2026 01:05PM ET,PHI,-11.8
,,,,,,,,,,,SP,Andrew Painter (43212154),Andrew Painter,43212154,P,6200,SD@PHI 06/04/2026 01:05PM ET,PHI,8.38
,,,,,,,,,,,RP,Jhony Brito (43212155),Jhony Brito,43212155,P,6200,SD@PHI 06/04/2026 01:05PM ET,SD,0
,,,,,,,,,,,SP,Kyle Hart (43212156),Kyle Hart,43212156,P,6200,SD@PHI 06/04/2026 01:05PM ET,SD,2.12
,,,,,,,,,,,SP,Matt Waldron (43212157),Matt Waldron,43212157,P,6200,SD@PHI 06/04/2026 01:05PM ET,SD,5.22
,,,,,,,,,,,SP,JP Sears (43212158),JP Sears,43212158,P,6200,SD@PHI 06/04/2026 01:05PM ET,SD,0
,,,,,,,,,,,SP,Brayan Bello (43211908),Brayan Bello,43211908,P,6000,BAL@BOS 06/04/2026 01:35PM ET,BOS,8.07
,,,,,,,,,,,SP,Tanner Houck (43212159),Tanner Houck,43212159,P,6000,BAL@BOS 06/04/2026 01:35PM ET,BOS,0
,,,,,,,,,,,SP,Kutter Crawford (43212160),Kutter Crawford,43212160,P,6000,BAL@BOS 06/04/2026 01:35PM ET,BOS,0
,,,,,,,,,,,SP,Jake Bennett (43212161),Jake Bennett,43212161,P,6000,BAL@BOS 06/04/2026 01:35PM ET,BOS,8.12
,,,,,,,,,,,SP,Patrick Sandoval (43212162),Patrick Sandoval,43212162,P,6000,BAL@BOS 06/04/2026 01:35PM ET,BOS,0
,,,,,,,,,,,SP,Johan Oviedo (43212163),Johan Oviedo,43212163,P,6000,BAL@BOS 06/04/2026 01:35PM ET,BOS,1.45
,,,,,,,,,,,OF,Kyle Schwarber (43211912),Kyle Schwarber,43211912,OF,6000,SD@PHI 06/04/2026 01:05PM ET,PHI,9.93
,,,,,,,,,,,SS,Gunnar Henderson (43211913),Gunnar Henderson,43211913,SS,5800,BAL@BOS 06/04/2026 01:35PM ET,BAL,7.98
,,,,,,,,,,,SP,Cade Povich (43212166),Cade Povich,43212166,P,5700,BAL@BOS 06/04/2026 01:35PM ET,BAL,8.32
,,,,,,,,,,,SP,Chris Bassitt (43212167),Chris Bassitt,43212167,P,5700,BAL@BOS 06/04/2026 01:35PM ET,BAL,7.56
,,,,,,,,,,,RP,Albert Suarez (43212168),Albert Suarez,43212168,P,5700,BAL@BOS 06/04/2026 01:35PM ET,BAL,4.58
,,,,,,,,,,,RP,Keegan Akin (43212169),Keegan Akin,43212169,P,5700,BAL@BOS 06/04/2026 01:35PM ET,BAL,0.65
,,,,,,,,,,,2B,Brice Turang (43211914),Brice Turang,43211914,2B,5700,SF@MIL 06/04/2026 02:10PM ET,MIL,9.88
,,,,,,,,,,,SP,Elmer Rodriguez (43212164),Elmer Rodriguez,43212164,P,5700,CLE@NYY 06/04/2026 01:35PM ET,NYY,4.35
,,,,,,,,,,,SP,Daniel Espino (43212165),Daniel Espino,43212165,P,5700,CLE@NYY 06/04/2026 01:35PM ET,CLE,0
,,,,,,,,,,,1B,Pete Alonso (43211915),Pete Alonso,43211915,1B,5500,BAL@BOS 06/04/2026 01:35PM ET,BAL,7.92
,,,,,,,,,,,RP,Carson Seymour (43212170),Carson Seymour,43212170,P,5500,SF@MIL 06/04/2026 02:10PM ET,SF,0
,,,,,,,,,,,SP,Dylan Smith (43212171),Dylan Smith,43212171,P,5500,SF@MIL 06/04/2026 02:10PM ET,SF,0.9
,,,,,,,,,,,RP,Jose Butto (43212172),Jose Butto,43212172,P,5500,SF@MIL 06/04/2026 02:10PM ET,SF,-0.5
,,,,,,,,,,,SP,Caleb Kilian (43212173),Caleb Kilian,43212173,P,5500,SF@MIL 06/04/2026 02:10PM ET,SF,3.37
,,,,,,,,,,,SP,Robert Gasser (43212174),Robert Gasser,43212174,P,5500,SF@MIL 06/04/2026 02:10PM ET,MIL,8.93
,,,,,,,,,,,RP,Shane Drohan (43212175),Shane Drohan,43212175,P,5500,SF@MIL 06/04/2026 02:10PM ET,MIL,8.58
,,,,,,,,,,,3B,Jose Ramirez (43211916),Jose Ramirez,43211916,3B,5400,CLE@NYY 06/04/2026 01:35PM ET,CLE,9.35
,,,,,,,,,,,OF,Jackson Chourio (43211917),Jackson Chourio,43211917,OF,5300,SF@MIL 06/04/2026 02:10PM ET,MIL,8.84
,,,,,,,,,,,OF,Christian Yelich (43211918),Christian Yelich,43211918,OF,5200,SF@MIL 06/04/2026 02:10PM ET,MIL,8.90
,,,,,,,,,,,OF,Cody Bellinger (43211919),Cody Bellinger,43211919,OF,5100,CLE@NYY 06/04/2026 01:35PM ET,NYY,8.9
,,,,,,,,,,,1B,Bryce Harper (43211920),Bryce Harper,43211920,1B,5000,SD@PHI 06/04/2026 01:05PM ET,PHI,8.59
,,,,,,,,,,,RP,DL Hall (43212176),DL Hall,43212176,P,5000,SF@MIL 06/04/2026 02:10PM ET,MIL,3.9
,,,,,,,,,,,OF,Jarren Duran (43211921),Jarren Duran,43211921,OF,4900,BAL@BOS 06/04/2026 01:35PM ET,BOS,8.46
,,,,,,,,,,,C,Adley Rutschman (43211922),Adley Rutschman,43211922,C,4800,BAL@BOS 06/04/2026 01:35PM ET,BAL,7.91
,,,,,,,,,,,2B,Jazz Chisholm Jr. (43211923),Jazz Chisholm Jr.,43211923,2B,4800,CLE@NYY 06/04/2026 01:35PM ET,NYY,7.62
,,,,,,,,,,,OF,Taylor Ward (43211924),Taylor Ward,43211924,OF,4700,BAL@BOS 06/04/2026 01:35PM ET,BAL,7.25
,,,,,,,,,,,C,William Contreras (43211925),William Contreras,43211925,C,4700,SF@MIL 06/04/2026 02:10PM ET,MIL,7.71
,,,,,,,,,,,2B/OF,Fernando Tatis Jr. (43211928),Fernando Tatis Jr.,43211928,2B/OF,4600,SD@PHI 06/04/2026 01:05PM ET,SD,7
,,,,,,,,,,,1B/OF,Jake Bauers (43211926),Jake Bauers,43211926,1B/OF,4600,SF@MIL 06/04/2026 02:10PM ET,MIL,8.5
,,,,,,,,,,,1B,Willson Contreras (43211931),Willson Contreras,43211931,1B,4500,BAL@BOS 06/04/2026 01:35PM ET,BOS,8.19
,,,,,,,,,,,OF,Roman Anthony (43212028),Roman Anthony,43212028,OF,4500,BAL@BOS 06/04/2026 01:35PM ET,BOS,6.1
,,,,,,,,,,,SS,Trea Turner (43211930),Trea Turner,43211930,SS,4500,SD@PHI 06/04/2026 01:05PM ET,PHI,7.2
,,,,,,,,,,,C,Samuel Basallo (43211933),Samuel Basallo,43211933,C,4400,BAL@BOS 06/04/2026 01:35PM ET,BAL,7.04
,,,,,,,,,,,OF,Casey Schmitt (43211932),Casey Schmitt,43211932,OF,4400,SF@MIL 06/04/2026 02:10PM ET,SF,8.5
,,,,,,,,,,,OF,Giancarlo Stanton (43212029),Giancarlo Stanton,43212029,OF,4400,CLE@NYY 06/04/2026 01:35PM ET,NYY,6.79
,,,,,,,,,,,3B,Jordan Westburg (43212030),Jordan Westburg,43212030,3B,4300,BAL@BOS 06/04/2026 01:35PM ET,BAL,0
,,,,,,,,,,,1B,Paul Goldschmidt (43211934),Paul Goldschmidt,43211934,1B,4300,CLE@NYY 06/04/2026 01:35PM ET,NYY,8.03
,,,,,,,,,,,2B,Travis Bazzana (43211935),Travis Bazzana,43211935,2B,4300,CLE@NYY 06/04/2026 01:35PM ET,CLE,8.38
,,,,,,,,,,,OF,Garrett Mitchell (43211936),Garrett Mitchell,43211936,OF,4200,SF@MIL 06/04/2026 02:10PM ET,MIL,6.71
,,,,,,,,,,,1B,Rafael Devers (43211937),Rafael Devers,43211937,1B,4200,SF@MIL 06/04/2026 02:10PM ET,SF,6.64
,,,,,,,,,,,2B,Jackson Holliday (43211940),Jackson Holliday,43211940,2B,4100,BAL@BOS 06/04/2026 01:35PM ET,BAL,7.08
,,,,,,,,,,,3B,Manny Machado (43211939),Manny Machado,43211939,3B,4100,SD@PHI 06/04/2026 01:05PM ET,SD,6.29
,,,,,,,,,,,OF,Angel Martinez (43211938),Angel Martinez,43211938,OF,4100,CLE@NYY 06/04/2026 01:35PM ET,CLE,7.05
,,,,,,,,,,,RP,Eduardo Rivera (43212183),Eduardo Rivera,43212183,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,12.9
,,,,,,,,,,,RP,Cameron Weston (43212186),Cameron Weston,43212186,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,3.65
,,,,,,,,,,,RP,Alec Gamboa (43212192),Alec Gamboa,43212192,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,6.25
,,,,,,,,,,,RP,Garrett Whitlock (43212199),Garrett Whitlock,43212199,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,3.95
,,,,,,,,,,,RP,Andrew Kittredge (43212202),Andrew Kittredge,43212202,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,1.63
,,,,,,,,,,,RP,Josh Walker (43212206),Josh Walker,43212206,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,4
,,,,,,,,,,,RP,Tyler Samaniego (43212215),Tyler Samaniego,43212215,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,2.43
,,,,,,,,,,,RP,Grant Wolfram (43212218),Grant Wolfram,43212218,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,2.86
,,,,,,,,,,,RP,Danny Coulombe (43212224),Danny Coulombe,43212224,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,0.91
,,,,,,,,,,,RP,Yennier Cano (43212227),Yennier Cano,43212227,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,2.21
,,,,,,,,,,,RP,Ryan Watson (43212228),Ryan Watson,43212228,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,3.16
,,,,,,,,,,,RP,Anthony Nunez (43212231),Anthony Nunez,43212231,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,2.83
,,,,,,,,,,,RP,Eduarniel Nunez (43212232),Eduarniel Nunez,43212232,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,0
,,,,,,,,,,,RP,Felix Bautista (43212233),Felix Bautista,43212233,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,0
,,,,,,,,,,,RP,Tyler Uberstine (43212237),Tyler Uberstine,43212237,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,5.6
,,,,,,,,,,,RP,Tyron Guerrero (43212243),Tyron Guerrero,43212243,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,2.87
,,,,,,,,,,,RP,Yaramil Hiraldo (43212246),Yaramil Hiraldo,43212246,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,-1.48
,,,,,,,,,,,RP,Nick Raquet (43212251),Nick Raquet,43212251,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,-0.53
,,,,,,,,,,,RP,Rico Garcia (43212252),Rico Garcia,43212252,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,4.20
,,,,,,,,,,,RP,Jack Anderson (43212254),Jack Anderson,43212254,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,6
,,,,,,,,,,,RP,Justin Slaten (43212258),Justin Slaten,43212258,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,3.16
,,,,,,,,,,,RP,Ryan Helsley (43212259),Ryan Helsley,43212259,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,3.3
,,,,,,,,,,,RP,Greg Weissert (43212262),Greg Weissert,43212262,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,2.46
,,,,,,,,,,,RP,Aroldis Chapman (43212265),Aroldis Chapman,43212265,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,4.2
,,,,,,,,,,,RP,Jovani Moran (43212267),Jovani Moran,43212267,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,5.07
,,,,,,,,,,,RP,Zack Kelly (43212269),Zack Kelly,43212269,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BOS,2.21
,,,,,,,,,,,RP,Cameron Foster (43212272),Cameron Foster,43212272,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,0.88
,,,,,,,,,,,RP,Colin Selby (43212280),Colin Selby,43212280,P,4000,BAL@BOS 06/04/2026 01:35PM ET,BAL,0
,,,,,,,,,,,SP,Lenny Torres (43212182),Lenny Torres,43212182,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,0
,,,,,,,,,,,RP,Moises Chace (43212184),Moises Chace,43212184,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,0
,,,,,,,,,,,SP,Miguel Mendez (43212185),Miguel Mendez,43212185,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,0
,,,,,,,,,,,SP,Jean Cabrera (43212189),Jean Cabrera,43212189,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,0
,,,,,,,,,,,RP,Garrett Hawkins (43212190),Garrett Hawkins,43212190,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,0
,,,,,,,,,,,RP,Jhoan Duran (43212194),Jhoan Duran,43212194,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,4.70
,,,,,,,,,,,RP,Kyle Backhus (43212195),Kyle Backhus,43212195,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,2.46
,,,,,,,,,,,RP,Jason Adam (43212197),Jason Adam,43212197,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,2.43
,,,,,,,,,,,RP,Ron Marinaccio (43212198),Ron Marinaccio,43212198,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,3.62
,,,,,,,,,,,RP,Grant Holman (43212201),Grant Holman,43212201,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,0
,,,,,,,,,,,RP,Orion Kerkering (43212204),Orion Kerkering,43212204,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,3.47
,,,,,,,,,,,RP,Bradgley Rodriguez (43212207),Bradgley Rodriguez,43212207,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,3.52
,,,,,,,,,,,RP,Nolan Hoffman (43212209),Nolan Hoffman,43212209,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,1.7
,,,,,,,,,,,RP,Jose Alvarado (43212213),Jose Alvarado,43212213,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,2.24
,,,,,,,,,,,RP,Tim Mayza (43212214),Tim Mayza,43212214,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,3.42
,,,,,,,,,,,RP,Ty Adcock (43212216),Ty Adcock,43212216,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,0
,,,,,,,,,,,RP,Mason Miller (43212217),Mason Miller,43212217,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,5.90
,,,,,,,,,,,RP,Brad Keller (43212219),Brad Keller,43212219,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,3.07
,,,,,,,,,,,RP,Tanner Banks (43212221),Tanner Banks,43212221,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,1.89
,,,,,,,,,,,RP,Wandy Peralta (43212230),Wandy Peralta,43212230,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,2.48
,,,,,,,,,,,RP,Alan Rangel (43212234),Alan Rangel,43212234,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,12.95
,,,,,,,,,,,RP,Chase Shugart (43212240),Chase Shugart,43212240,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,4.59
,,,,,,,,,,,RP,Yuki Matsui (43212253),Yuki Matsui,43212253,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,6.18
,,,,,,,,,,,RP,Adrian Morejon (43212255),Adrian Morejon,43212255,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,3.99
,,,,,,,,,,,RP,Alek Jacob (43212264),Alek Jacob,43212264,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,3.45
,,,,,,,,,,,RP,Jeremiah Estrada (43212266),Jeremiah Estrada,43212266,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,3.37
,,,,,,,,,,,RP,Max Lazar (43212274),Max Lazar,43212274,P,4000,SD@PHI 06/04/2026 01:05PM ET,PHI,0
,,,,,,,,,,,RP,David Morgan (43212275),David Morgan,43212275,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,2.91
,,,,,,,,,,,RP,Bryan Hoeing (43212276),Bryan Hoeing,43212276,P,4000,SD@PHI 06/04/2026 01:05PM ET,SD,0
,,,,,,,,,,,1B,Andrew Vaughn (43211943),Andrew Vaughn,43211943,1B,4000,SF@MIL 06/04/2026 02:10PM ET,MIL,6.64
